name,Price,Processor Brand,Processor Name,RAM,SSD Capacity,Graphic Processor,Screen Size,Screen Resolution,Additional Features,user rating,simulated_reviews
"Acer Intel Evo Swift 5 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Sf514-55Ta Thin And Light Laptop  (14 Inch, Mist Green, 1.05 Kg, With Ms Office)",749.9,Intel,Core I5,8.0,512.0,Intel Integrated Intel Iris Xe Graphics,35.56 cm (14 Inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad 3 15Iml05 Core I3 10Th Gen - (8 Gb/Windows 11 Home) Ideapad 3 15Iml05 Thin And Light Laptop  (15.6 Inch, Platinum Grey, 1.7 Kg, With Ms Office)",339.9,Intel,Core I3,8.0,,Intel Integrated Uhd Graphics,39.62 cm (15.6 Inch),1920 x 1080 Pixels,45Wh,4.0,This laptop has the following features: 45wh. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home/2 Gb Graphics) 5502 Thin And Light Laptop  (15.6 Inch, Silver)",859.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Mx330,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Predator Helios 300 Core I9 11Th Gen - (16 Gb/1 Tb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Geforce Rtx Rtx 3060/300 Hz) Ph315-54 Gaming Laptop  (15.6 Inch, Abyssal Black, 2.3 Kg)",1399.9,Intel,Core I9,16.0,1024.0,Nvidia Geforce Rtx Rtx 3060,39.62 cm (15.6 inch),1920 x 1080 Pixel,59 Wh 4-cell Li-ion?battery,3.0,This laptop has the following features: 59 wh 4-cell li-ion?battery. Users find it reliable and suitable for its intended purpose.
"Acer Predator Helios 300 Core I9 11Th Gen - (32 Gb/1 Tb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Geforce Rtx 3070/300 Hz) Ph315-54 Gaming Laptop  (15.6 Inch, Abyssal Black, 2.3 Kg)",1699.9,Intel,Core I9,32.0,1024.0,Nvidia Geforce Rtx 3070,39.62 cm (15.6 inch),1920 x 1080 Pixel,59 Wh 4-cell Li-ion?battery,4.3,This laptop has the following features: 59 wh 4-cell li-ion?battery. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron 3510 Pentium Quad Core 11Th Gen - (4 Gb/256 Gb Ssd/Windows 11 Home) 3510 Laptop  (15.6 Inch, Black, 1.83 Kg, With Ms Office)",359.9,Intel,Pentium Quad Core,4.0,256.0,Intel Integrated Intel,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Core I3 10Th Gen - (4 Gb/256 Gb Ssd/Windows 11 Home) 14Iil05 Laptop  (14 Inch, Abyss Blue, With Ms Office)",344.9,Intel,Core I3,4.0,256.0,Intel Integrated,35.56 cm (14 inch),1920x1080$$Pixels pixel,No additional features provided.,4.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron 3511 Core I3 11Th Gen - (16 Gb/1 Tb Hdd/256 Gb Ssd/Windows 11 Home) 3511 Laptop  (15.6 Inch, Black, 1.83 Kg, With Ms Office)",509.99,Intel,Core I3,16.0,256.0,Intel Integrated Intel,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,No additional features provided.,3.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) X515Ea-Bq312Ws Laptop  (15.6 Inch, Silver, With Ms Office)",378.99,Intel,Core I3,8.0,256.0,Na Intel Hd,39.62 cm (15.6 inch),1920 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Asus Tuf Gaming A17 Ryzen 7 Octa Core 4800H - (16 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050) Fa706Ic-Hx003T Gaming Laptop  (17.3 Inch, Graphite Black, 2.60 Kg)",799.9,Amd,Ryzen 7 Octa Core,16.0,512.0,Nvidia Geforce Rtx 3050,43.94 cm (17.3 inch),1920 x 1080 Pixels,"90WHrs, Li-ion",4.5,"This laptop has the following features: 90whrs, li-ion. Users find it reliable and suitable for its intended purpose."
"Hp Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) 15S- Fq4021Tu Thin And Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With Ms Office)",569.0,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe Graphics,39.62 cm (15.6 Inch),1920 x 1080 Pixels,41 Wh Li-ion,4.2,This laptop has the following features: 41 wh li-ion. Users find it reliable and suitable for its intended purpose.
"Hp Celeron Dual Core - (8 Gb/256 Gb Ssd/Windows 11 Home) 14S- Dq3032Tu Thin And Light Laptop  (14 Inch, Jet Black, 1.46 Kg, With Ms Office)",313.9,Intel,Celeron Dual Core,8.0,256.0,Intel Integrated Uhd Graphics,35.56 cm (14 Inch),1366 x 768 Pixels,"41 Wh Li-ion, Support battery fast charge",3.9,"This laptop has the following features: 41 wh li-ion, support battery fast charge. Users find it reliable and suitable for its intended purpose."
"Hp Ryzen 3 Quad Core 5300U - (8 Gb/512 Gb Ssd/Windows 11 Home) 14S-Fq1089Au Thin And Light Laptop  (14 Inch, Natural Silver, 1.46 Kg Kg, With Ms Office)",399.9,Amd,Ryzen 3 Quad Core,8.0,512.0,Amd Radeon Radeon Graphics,35.56 cm (14 Inch),1920 x 1080 Pixels,41 Wh Li-ion,4.5,This laptop has the following features: 41 wh li-ion. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home/2 Gb Graphics) Vostro 3400 Thin And Light Laptop  (14 Inch, Dune, 1.59 Kg, With Ms Office)",554.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Mx330,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Ryzen 5 Quad Core 3450U - (8 Gb/256 Gb Ssd/Windows 11 Home) Inspiron 3515 Thin And Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kg, With Ms Office)",444.9,Amd,Ryzen 5 Quad Core,8.0,256.0,Amd Radeon Amd,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) Inspiron 5418 Thin And Light Laptop  (14 Inch, Platinum Silver, 1.46 Kg, With Ms Office)",709.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.5,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Core I7 12Th Gen - (16 Gb/1 Tb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Geforce Rtx 3060) Pulse Gl66 12Uek-046In Gaming Laptop  (15.6 Inch, Gray, 2.25 Kg)",1409.9,Intel,Core I7,16.0,1024.0,Nvidia Geforce Rtx 3060,39.62 cm (15.6 inch),2560 x 1440 Pixel,53.5 Whr,4.1,This laptop has the following features: 53.5 whr. Users find it reliable and suitable for its intended purpose.
"Asus Zenbook Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Ux363Ea-Hp502Ws Thin And Light Laptop  (13.3 Inch, Pine Grey, 1.30 Kg, With Ms Office)",799.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe Graphics,33.78 cm (13.3 Inch),1920 x 1080 Pixel,"67WHrs, 4S1P, 4-cell Li-ion",4.3,"This laptop has the following features: 67whrs, 4s1p, 4-cell li-ion. Users find it reliable and suitable for its intended purpose."
"Dell Vostro Core I3 11Th Gen - (4 Gb/1 Tb Hdd/256 Gb Ssd/Windows 11 Home) Vostro 3400 Thin And Light Laptop  (14 Inch, Dune, 1.59 Kg, With Ms Office)",440.9,Intel,Core I3,4.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Stealth Gs66 Core I7 12Th Gen - (32 Gb/1 Tb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Geforce Rtx 3070 Ti) Stealth Gs66 12Ugs-038In Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)",2799.9,Intel,Core I7,32.0,1024.0,Nvidia Geforce Rtx 3070 Ti,39.62 cm (15.6 Inch),2560 x 1440 Pixels,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home/2 Gb Graphics) Vostro 3400 Thin And Light Laptop  (14 Inch, Dune, 1.59 Kg, With Ms Office)",604.9,Intel,Core I5,16.0,512.0,Nvidia Geforce Mx330,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,3.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I5 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 11 Home) Inspiron 3511 Thin And Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kg, With Ms Office)",598.9,Intel,Core I5,8.0,256.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I3 10Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) Inspiron 3511 Thin And Light Laptop  (14.96 Cm, Carbon Black, 1.8 Kg, With Ms Office)",379.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,38.0 cm (14.96 cm),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) Vostro 3400 Thin And Light Laptop  (14.96 Inch, Dune, 1.59 Kg, With Ms Office)",389.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,38.0 cm (14.96 Inch),1920 x 1080 Pixels,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Delta 15 Amd Advantage Edition Ryzen 9 Octa Core 5900Hx 5Th Gen - (16 Gb/1 Tb Ssd/Windows 11 Home/10 Gb Graphics/Amd Radeon Rx 6700M) A5Efk-083In Gaming Laptop  (15.6 Inch, Carbon Gray, 1.9 Kg)",1299.9,Amd,Ryzen 9 Octa Core,16.0,1024.0,Amd Radeon Rx 6700M,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 Gb/512 Gb Ssd/Windows 11 Home) A515-45 Thin And Light Laptop  (15.6 Inch, Pure Silver, 1.76 Kg, With Ms Office)",519.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Amd Radeon Amd,39.62 cm (15.6 inch),1920 x 1080 Pixel,"48 Wh 3-cell Li-ion battery, backlit keyboard, MSO",4.3,"This laptop has the following features: 48 wh 3-cell li-ion battery, backlit keyboard, mso. Users find it reliable and suitable for its intended purpose."
"Dell Inspiron Ryzen 3 Dual Core 3250U - (8 Gb/256 Gb Ssd/Windows 11 Home) Inspiron 3515 Thin And Light Laptop  (15.6 Inch, Mist Blue Speckle, 1.8 Kgs, With Ms Office)",405.9,Amd,Ryzen 3 Dual Core,8.0,256.0,Amd Radeon Radeon Graphics,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I3 10Th Gen - (8 Gb/1 Tb Hdd/Windows 11 Home) 15Iml05 Laptop  (15.6 Inch, Platinum Grey, With Ms Office)",379.99,Intel,Core I3,8.0,,Intel Integrated,39.62 cm (15.6 inch),1920x1080 pixel,No additional features provided.,3.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Ryzen 3 Quad Core 5300U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15S-Eq2143Au Thin And Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With Ms Office)",389.9,Amd,Ryzen 3 Quad Core,8.0,512.0,Amd Radeon Amd,39.62 cm (15.6 inch),1920 x 1080 Pixel,41 Wh Li-ion Battery,4.1,This laptop has the following features: 41 wh li-ion battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I3 10Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) 15Iml05 Thin And Light Laptop  (15.6 Inch, Platinum Grey, 1.7 Kg, With Ms Office)",369.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 Pixels,No additional features provided.,4.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Core I3 10Th Gen - (4 Gb/256 Gb Ssd/Windows 11 Home) Ideapad 3 14Iil05 Thin And Light Laptop  (14 Inch, Abyss Blue, 1.6 Kg, With Ms Office)",319.9,Intel,Core I3,4.0,256.0,Intel Integrated Uhd Graphics,35.56 cm (14 Inch),1920 x 1080 Pixels,Integrated 45Wh battery,4.0,This laptop has the following features: integrated 45wh battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Thinpad E15 G2 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Pro/512 Mb Graphics) E15 G2 Laptop  (15.6 Inch, Black)",899.98,Intel,Core I5,8.0,512.0,Intel Integrated,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Ryzen 5 Hexa Core 5500U - (8 Gb/512 Gb Ssd/Windows 11 Home) 14S-Fq1092Au Thin And Light Laptop  (14 Inch, Natural Silver, 1.46 Kg, With Ms Office)",479.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Amd Radeon Amd,35.56 cm (14 inch),1920 x 1080 Pixel,41 Wh Li-ion Battery,4.4,This laptop has the following features: 41 wh li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook Pro 16X Oled (2021) Ryzen 9 Octa Core 5900H 9Th Gen - (16 Gb/1 Tb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Rtx Rtx 3050) M7600Qc-L2044Ws Gaming Laptop  (16 Inch, Black, 1.95 Kg, With Ms Office)",1305.0,Amd,Ryzen 9 Octa Core,16.0,1024.0,Nvidia Geforce Rtx Rtx 3050,40.64 cm (16 Inch),3840 x 2400 Pixel,"96WHrs, 3S2P, 6-cell Li-ion, Fingerprint sensor integrated with Power Key ASUS DialPad (Virtual Interface on Touchpad), MyASUS App",4.3,"This laptop has the following features: 96whrs, 3s2p, 6-cell li-ion, fingerprint sensor integrated with power key asus dialpad (virtual interface on touchpad), myasus app. Users find it reliable and suitable for its intended purpose."
"Dell Inspiron 3511 Core I3 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home) 3511 Laptop  (15.6 Inch, Black, 1.83 Kg, With Ms Office)",489.9,Intel,Core I3,8.0,256.0,Intel Integrated,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Msi Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Modern 14 B11Mou-861In Thin And Light Laptop  (14 Inch, Carbon Gray, 1.3 Kg)",469.9,Intel,Core I5,8.0,512.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,39 Wh Li-ion,4.1,This laptop has the following features: 39 wh li-ion. Users find it reliable and suitable for its intended purpose.
"Msi Core I7 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home/2 Gb Graphics) Modern 14 B11Sbu-688In Thin And Light Laptop  (14 Inch, Carbon Gray, 1.3 Kg)",769.9,Intel,Core I7,8.0,512.0,Nvidia Geforce Mx450,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Pavilion X360 Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) 14-Dy0190Tu 2 In 1 Laptop  (14 Inch, Natural Silver, 1.52 Kg, With Ms Office)",539.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 pixel,No additional features provided.,4.5,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook Flip 14 Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Tp470Ea-Ec311Ws 2 In 1 Laptop  (14 Inch, Transparent Silver, 1.50 Kg, With Ms Office)",529.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,"42 WHrs, 3S1P, With Cortana and Alexa Voice Recognition Support",4.1,"This laptop has the following features: 42 whrs, 3s1p, with cortana and alexa voice recognition support. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook Flip 14 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Tp470Ea-Ec511Ws 2 In 1 Laptop  (14 Inch, Transparent Silver, 1.50 Kg, With Ms Office)",639.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,"42WHrs, 3S1P, With Cortana and Alexa Voice Recognition Support",4.6,"This laptop has the following features: 42whrs, 3s1p, with cortana and alexa voice recognition support. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook Flip 14 Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) Tp470Ea-Ec301Ws 2 In 1 Laptop  (14 Inch, Transparent Silver, 1.50 Kg, With Ms Office)",499.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd Graphics,35.56 cm (14 Inch),1920 x 1080 Pixel,42WHrs,4.6,This laptop has the following features: 42whrs. Users find it reliable and suitable for its intended purpose.
"Hp Ryzen 3 Dual Core - (8 Gb/512 Gb Ssd/Windows 11 Home) 245 G8 Laptop  (14 Inch, Black, With Ms Office)",441.9,Amd,Ryzen 3 Dual Core,8.0,512.0,Amd Radeon,35.56 cm (14 inch),1366 X 768$$Pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 14 Pentium Quad Core - (8 Gb/256 Gb Ssd/Windows 11 Home) E410Ka-Ek101Ws Thin And Light Laptop  (14.1 Inch, Peacock Blue, With Ms Office)",364.9,Intel,Pentium Quad Core,8.0,256.0,Intel Integrated Uhd,35.81 cm (14.1 inch),1920 x 1080$$Pixels pixel,No additional features provided.,4.6,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook 14 Pentium Quad Core - (8 Gb/256 Gb Ssd/Windows 11 Home) E410Ka-Ek103Ws Thin And Light Laptop  (14 Inch, Star Black, 1.3 Kg, With Ms Office)",339.9,Intel,Pentium Quad Core,8.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080$$Pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivo Book Core I3 10Th Gen - (4 Gb/1 Tb Hdd/Windows 10 Home) X515Fa-Br301T Laptop  (15.6 Inch, Slate Grey, 1.80 Kg)",380.0,Intel,Core I3,4.0,,Intel Integrated Ddr4,39.62 cm (15.6 inch),1366x768$$Pixels pixel,No additional features provided.,4.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ryzen 7 Octa Core 5800H - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics) 15Ach6 Laptop  (15.6 Inch, Shadow_Black, 2.4 Kg)",745.9,Amd,Ryzen 7 Octa Core,16.0,512.0,Nvidia Geforce Gtx Nvidia Geforce Gtx 1650 4Gb Gddr6,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,No additional features provided.,3.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Core I3 11Th Gen - (4 Gb/1 Tb Hdd/Windows 10 Home) Ex215-54 Notebook  (15.6 Inch, Black)",369.99,Intel,Core I3,4.0,,,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,No additional features provided.,3.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad 5 Pro Ryzen 7 Hexa Core - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforce Nvidia Geforce Gtx 1650 4Gb Gddr6) 16Ach6 Gaming Laptop  (16 Inch, Storm Grey, 1.41 Kg, With Ms Office)",796.2,Intel,Ryzen 7 Hexa Core,16.0,512.0,Nvidia Geforce Nvidia Geforce Gtx 1650 4Gb Gddr6,40.64 cm (16 Inch),2240 x 1400$$Pixels pixel,56.5Wh,4.3,This laptop has the following features: 56.5wh. Users find it reliable and suitable for its intended purpose.
"Hp Core I7 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Pro) Probook 440 G8 Business Laptop  (14 Inch, Grey)",1195.99,Intel,Core I7,8.0,512.0,Intel Integrated Intel,35.56 cm (14 inch),1366x768$$pixels pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 Gb/1 Tb Ssd/Windows 11 Home) Yoga 6 Thin And Light Laptop  (13.3 Inch, Abyss Blue, 1.31 Kg, With Ms Office)",799.78,Amd,Ryzen 5 Hexa Core,16.0,1024.0,Intel Integrated Integrated Amd Radeon Graphics,33.78 cm (13.3 inch),1920 x 1080$$Pixels pixel,50 WHr Li-ion Battery,4.3,This laptop has the following features: 50 whr li-ion battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Slim 5I Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) 15 Itl 05 Thin And Light Laptop  (15.6 Inch, Graphite Grey, 1.66 Kg, With Ms Office)",684.98,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Integrated 57 Wh Battery, ErP Lot 3, RoHS Compliant, ENERGY STAR 8.0 Certifications",5.0,"This laptop has the following features: integrated 57 wh battery, erp lot 3, rohs compliant, energy star 8.0 certifications. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 3I (2021) Core I3 10Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Ideapad Slim 3I Thin And Light Laptop  (15.6 Inch, Platinum Grey, 1.65 Kg, With Ms Office)",365.99,Intel,Core I3,8.0,512.0,Intel Integrated,39.62 cm (15.6 Inch),1920x1080$$Pixels pixel,"Integrated 45Wh Battery, ErP Lot 3, RoHS Compliant",4.4,"This laptop has the following features: integrated 45wh battery, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Lenovo Core I7 11Th Gen - (16 Gb/512 Gb Ssd/Windows 11 Home) 14Itl6 Laptop  (14.22 Inch, Storm Grey, With Ms Office)",859.99,Intel,Core I7,16.0,512.0,Intel Integrated,36.12 cm (14.22 inch),2240x1400 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) 14Itl05 Laptop  (14 Inch, Platinum Grey, With Ms Office)",404.9,Intel,Core I3,8.0,512.0,Intel Integrated,35.56 cm (14 inch),1920x1080 pixel,No additional features provided.,1.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Omen Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Geforce Rtx Rtx 3060) 16-B0360Tx Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With Ms Office)",1339.9,Intel,Core I7,16.0,1024.0,Nvidia Geforce Rtx Rtx 3060,40.89 cm (16.1 Inch),1920 x 1080 Pixel,"6-cell, 83 Wh Li-ion polymer",4.3,"This laptop has the following features: 6-cell, 83 wh li-ion polymer. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook 15 Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) X515Ea-Ej322Ws Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With Ms Office)",416.9,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1920 x 1080 pixel,"42 Whr Li-ion Battery, BIOS Booting User Password Protection, Trusted Platform Module (Firmware TPM), Fingerprint Sensor, Keyboard hotkeys (All models), WiFi Roaming Optimization (All models), System Diagnosis (All models), AppDeals (All models), Battery Health Charging (All models)",3.7,"This laptop has the following features: 42 whr li-ion battery, bios booting user password protection, trusted platform module (firmware tpm), fingerprint sensor, keyboard hotkeys (all models), wifi roaming optimization (all models), system diagnosis (all models), appdeals (all models), battery health charging (all models). Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad 3 Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) 15Itl6 Laptop  (15 Inch, Arctic Grey, With Ms Office)",414.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd Graphics,38.1 cm (15 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Core I5 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 11 Home) 3000 Laptop  (15.6 Inch, Carbon Black, With Ms Office)",599.9,Intel,Core I5,8.0,256.0,,39.62 cm (15.6 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lg Gram Core I5 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) Gram 14Z90P-G.Aj61A2 Thin And Light Laptop  (14 Inch, Snow White, 0.99 Kg)",769.9,Intel,Core I5,8.0,256.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lg Gram Core I5 11Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) Gram 14Z90P-G.Aj63A2 Thin And Light Laptop  (14 Inch, Quarts Silver, 0.99 Kg)",769.9,Intel,Core I5,8.0,256.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
